,Date,Temp(C),MaxTemp(C),MinTemp(C),RangeTemp(C),SurfaceTemp(C)
523,20110608,23.32,27.22,19.59,7.63,26.06
524,20110609,23.27,26.02,20.79,5.23,25.1
525,20110610,22.38,26.16,19.76,6.4,25.46
526,20110611,19.64,21.45,16.87,4.58,21.66
527,20110612,17.94,19.73,16.24,3.49,20.34
528,20110613,19.11,21.35,17.31,4.04,21.83
529,20110614,17.06,18.13,15.65,2.48,18.77
530,20110615,20.03,24.8,14.99,9.81,21.54
531,20110616,20.81,23.28,18.58,4.7,21.6
532,20110617,20.34,21.99,18.47,3.52,21.23
533,20110618,21.28,23.96,18.12,5.84,23.16
534,20110619,21.05,24.05,18.5,5.55,22.02
535,20110620,20.62,22.41,18.73,3.68,21.15
536,20110621,21.18,23.36,19.13,4.23,22.18
537,20110622,21.73,22.98,20.22,2.76,23.63
538,20110623,21.34,22.41,19.63,2.78,22.59
539,20110624,21.28,22.86,19.36,3.5,23.29
540,20110625,21.8,23.99,19.39,4.6,24.18
541,20110626,21.89,24.21,18.75,5.46,24.3
542,20110627,22.11,24.69,18.98,5.71,25.47
543,20110628,22.75,24.36,21.1,3.26,25.6
544,20110629,23.25,25.4,20.68,4.72,25.08
545,20110630,22.05,24.94,18.76,6.18,24.0
546,20110701,22.27,25.7,17.66,8.04,24.77
547,20110702,23.11,25.57,20.6,4.97,25.75
548,20110703,22.08,23.54,20.38,3.16,22.85
549,20110704,24.0,26.9,21.25,5.65,26.22
550,20110705,23.93,27.78,19.16,8.62,26.26
551,20110706,24.54,27.07,21.56,5.51,26.71
552,20110707,24.81,28.38,21.84,6.54,27.71
553,20110708,23.86,25.8,22.39,3.41,25.32
554,20110709,24.47,27.79,21.53,6.26,26.74
555,20110710,23.61,26.47,19.65,6.82,26.27
556,20110711,24.84,27.76,21.17,6.59,27.44
557,20110712,26.41,29.02,23.79,5.23,29.19
558,20110713,24.97,27.31,20.99,6.32,27.38
559,20110714,21.77,24.89,19.1,5.79,24.25
560,20110715,22.94,26.76,18.78,7.98,26.03
561,20110716,23.79,27.12,20.17,6.95,26.8
562,20110717,23.72,26.92,20.06,6.86,26.7
563,20110718,25.05,28.38,21.64,6.74,28.18
564,20110719,25.73,29.49,23.24,6.25,29.97
565,20110720,24.48,26.38,22.82,3.56,28.11
566,20110721,26.01,29.22,22.78,6.44,29.5
567,20110722,28.54,32.07,25.03,7.04,31.46
568,20110723,29.07,33.76,25.61,8.15,33.35
569,20110724,27.96,31.0,24.47,6.53,32.01
570,20110725,24.01,25.17,22.86,2.31,26.31
571,20110726,25.37,28.4,22.89,5.51,29.32
572,20110727,24.73,27.37,21.44,5.93,28.57
573,20110728,24.96,27.53,22.65,4.88,28.25
574,20110729,25.19,27.58,23.2,4.38,27.28
575,20110730,26.44,29.97,23.55,6.42,29.46
576,20110731,25.32,29.06,21.01,8.05,29.45
577,20110801,26.07,28.9,23.26,5.64,29.33
578,20110802,26.13,29.28,22.37,6.91,29.46
579,20110803,23.8,26.93,21.05,5.88,27.38
580,20110804,23.39,25.54,21.56,3.98,26.24
581,20110805,23.96,26.31,21.17,5.14,27.41
582,20110806,24.27,25.93,22.06,3.87,26.61
583,20110807,25.67,28.0,23.9,4.1,27.28
584,20110808,26.6,29.65,23.74,5.91,29.98
585,20110809,24.81,26.45,22.99,3.46,27.13
586,20110810,25.18,27.96,22.22,5.74,27.46
587,20110811,23.98,26.7,21.43,5.27,26.57
588,20110812,23.42,26.96,18.42,8.54,25.83
589,20110813,24.13,26.85,20.81,6.04,26.2
590,20110814,23.11,23.44,22.31,1.13,22.71
591,20110815,23.14,24.4,21.42,2.98,24.55
592,20110816,21.76,23.96,20.18,3.78,21.69
593,20110817,23.56,26.09,20.83,5.26,24.55
594,20110818,23.16,24.87,21.74,3.13,23.04
595,20110819,22.92,24.69,21.24,3.45,23.21
596,20110820,22.94,26.51,19.28,7.23,24.5
597,20110821,23.63,25.15,22.06,3.09,23.95
598,20110822,21.97,24.15,19.56,4.59,21.99
599,20110823,21.11,24.07,17.74,6.33,20.78
600,20110824,22.01,24.17,18.92,5.25,21.72
601,20110825,23.64,25.38,22.14,3.24,24.3
602,20110826,23.5,25.82,21.34,4.48,25.84
603,20110827,23.26,24.4,22.57,1.83,23.12
604,20110828,22.44,24.55,17.91,6.64,21.76
605,20110829,19.7,22.78,15.79,6.99,19.5
606,20110830,20.66,23.97,17.18,6.79,21.1
607,20110831,21.3,24.61,17.83,6.78,22.11
608,20110901,21.08,23.18,19.26,3.92,21.16
609,20110902,20.18,21.84,18.9,2.94,20.42
610,20110903,21.46,24.07,18.61,5.46,21.66
611,20110904,22.4,24.45,20.81,3.64,23.36
612,20110905,22.58,24.37,21.36,3.01,23.77
613,20110906,19.19,21.84,17.4,4.44,19.0
614,20110907,21.02,22.05,19.11,2.94,21.44
615,20110908,21.84,23.0,21.02,1.98,22.69
616,20110909,22.56,25.66,19.73,5.93,23.92
617,20110910,21.94,23.51,20.04,3.47,23.16
618,20110911,19.98,20.62,19.34,1.28,19.73
619,20110912,21.44,23.76,19.11,4.65,21.94
620,20110913,21.86,24.43,18.96,5.47,22.16
621,20110914,22.48,24.77,20.25,4.52,22.9
622,20110915,19.73,23.71,13.2,10.51,19.9
623,20110916,15.23,17.79,11.76,6.03,13.83
624,20110917,15.79,17.49,13.93,3.56,14.15
625,20110918,16.57,18.74,14.83,3.91,15.4
626,20110919,15.83,17.9,12.98,4.92,15.7
627,20110920,18.61,20.58,16.45,4.13,17.59
628,20110921,19.28,20.73,17.82,2.91,19.72
629,20110922,20.94,23.03,19.17,3.86,22.29
630,20110923,20.8,21.67,20.0,1.67,21.21
631,20110924,21.13,22.69,19.89,2.8,21.72
632,20110925,21.64,24.27,19.56,4.71,22.13
633,20110926,21.27,23.36,19.67,3.69,22.22
634,20110927,20.29,21.91,19.24,2.67,21.27
635,20110928,20.41,21.52,19.63,1.89,20.79
636,20110929,20.77,22.26,17.72,4.54,20.43
637,20110930,19.75,22.41,16.69,5.72,19.5
638,20111001,16.66,19.75,12.57,7.18,16.92
639,20111002,14.86,16.6,12.35,4.25,14.53
640,20111003,12.51,13.78,11.06,2.72,11.87
641,20111004,14.6,17.45,12.03,5.42,13.08
642,20111005,16.29,20.4,12.58,7.82,14.55
643,20111006,14.67,18.42,11.37,7.05,11.75
644,20111007,14.16,16.7,11.09,5.61,12.52
645,20111008,16.78,21.11,12.57,8.54,15.03
646,20111009,18.74,24.11,13.9,10.21,17.56
647,20111010,19.35,23.23,15.08,8.15,18.21
648,20111011,18.37,20.2,16.53,3.67,17.35
649,20111012,16.43,16.93,15.84,1.09,14.73
650,20111013,18.15,19.53,16.95,2.58,18.75
651,20111014,18.96,20.73,15.27,5.46,19.22
652,20111015,15.71,18.32,13.7,4.62,13.71
653,20111016,15.56,18.27,12.23,6.04,13.28
654,20111017,15.75,18.05,13.95,4.1,13.98
655,20111018,15.64,18.86,12.5,6.36,14.28
656,20111019,17.83,18.9,16.35,2.55,17.2
657,20111020,16.59,19.77,13.3,6.47,15.81
658,20111021,12.72,14.59,11.12,3.47,11.0
659,20111022,12.08,14.93,9.48,5.45,10.5
660,20111023,12.17,14.11,10.41,3.7,10.81
661,20111024,13.55,15.65,11.59,4.06,11.42
662,20111025,12.79,15.79,10.57,5.22,10.24
663,20111026,13.97,15.41,11.38,4.03,11.3
664,20111027,11.29,14.49,6.06,8.43,9.83
665,20111028,7.35,9.11,4.52,4.59,5.57
666,20111029,5.52,7.58,3.48,4.1,3.51
667,20111030,5.67,8.21,3.34,4.87,1.87
668,20111031,9.18,11.8,6.27,5.53,4.59
669,20111101,10.08,11.92,8.45,3.47,6.46
670,20111102,9.7,12.7,6.47,6.23,7.2
671,20111103,10.96,14.31,8.09,6.22,7.96
672,20111104,9.11,10.74,5.57,5.17,6.31
673,20111105,6.8,9.32,3.71,5.61,3.65
674,20111106,9.18,11.77,7.02,4.75,5.17
675,20111107,10.14,14.38,7.37,7.01,7.61
676,20111108,12.34,16.57,9.06,7.51,11.22
677,20111109,12.89,15.01,11.0,4.01,11.21
678,20111110,14.05,16.96,9.65,7.31,13.83
679,20111111,7.7,8.84,6.19,2.65,6.06
680,20111112,9.04,12.96,5.57,7.39,6.16
681,20111113,11.13,13.81,8.09,5.72,8.49
682,20111114,13.45,16.11,10.95,5.16,12.59
683,20111115,14.87,17.01,13.25,3.76,14.99
684,20111116,13.21,14.1,12.3,1.8,12.97
685,20111117,7.83,12.27,5.8,6.47,6.44
686,20111118,5.57,7.78,3.61,4.17,2.83
687,20111119,8.12,10.69,4.76,5.93,4.87
688,20111120,11.98,15.05,9.63,5.42,10.45
689,20111121,11.15,12.2,9.71,2.49,10.27
690,20111122,10.21,11.6,9.58,2.02,8.99
691,20111123,10.54,14.48,5.13,9.35,9.99
692,20111124,7.17,11.16,3.62,7.54,4.82
693,20111125,9.59,14.02,6.47,7.55,6.72
694,20111126,10.3,14.07,7.59,6.48,7.63
695,20111127,11.6,13.98,9.07,4.91,8.86
696,20111128,13.22,15.38,12.11,3.27,12.02
697,20111129,13.78,15.15,10.44,4.71,13.62
698,20111130,8.86,10.35,6.15,4.2,7.28
699,20111201,6.21,9.25,3.4,5.85,2.99
700,20111202,7.54,10.77,5.16,5.61,3.42
701,20111203,5.64,7.4,3.35,4.05,2.6
702,20111204,9.4,11.94,6.72,5.22,5.57
703,20111205,10.74,12.43,9.03,3.4,8.84
704,20111206,13.22,14.23,12.25,1.98,13.19
705,20111207,11.89,13.56,8.03,5.53,11.87
706,20111208,4.64,6.6,2.9,3.7,2.18
707,20111209,7.31,10.69,3.7,6.99,3.82
708,20111210,4.92,7.88,1.14,6.74,2.54
709,20111211,2.18,3.71,0.28,3.43,-1.37
710,20111212,4.48,6.54,2.55,3.99,0.28
711,20111213,4.38,7.3,2.27,5.03,0.48
712,20111214,6.19,8.86,3.74,5.12,3.14
713,20111215,10.4,12.13,7.68,4.45,8.49
714,20111216,8.03,12.19,5.44,6.75,6.18
715,20111217,4.31,5.96,1.01,4.95,1.92
716,20111218,-0.47,0.67,-1.79,2.46,-3.19
717,20111219,4.57,7.9,0.3,7.6,1.25
718,20111220,6.06,6.66,5.1,1.56,3.38
719,20111221,10.3,13.25,6.79,6.46,8.7
720,20111222,10.55,12.6,8.43,4.17,9.04
721,20111223,7.33,9.59,2.8,6.79,6.25
722,20111224,1.64,2.97,1.0,1.97,-1.26
723,20111225,4.75,7.92,1.37,6.55,0.89
724,20111226,5.09,6.84,3.93,2.91,1.92
725,20111227,8.13,13.04,4.09,8.95,5.22
726,20111228,4.61,8.73,0.31,8.42,2.45
727,20111229,0.49,2.99,-2.24,5.23,-2.05
728,20111230,6.63,8.33,3.67,4.66,2.46
729,20111231,8.34,10.26,5.31,4.95,6.21
730,20120101,7.15,9.65,3.61,6.04,5.41
731,20120102,3.93,8.44,1.64,6.8,1.52
732,20120103,-1.41,1.32,-5.03,6.35,-3.66
733,20120104,-3.83,-0.66,-6.57,5.91,-4.73
734,20120105,1.65,4.28,-0.61,4.89,-1.08
735,20120106,5.37,8.62,1.91,6.71,1.56
736,20120107,6.34,10.23,3.53,6.7,3.33
737,20120108,3.96,6.22,0.7,5.52,0.85
738,20120109,2.31,3.92,0.48,3.44,0.56
739,20120110,4.0,7.35,1.64,5.71,1.3
740,20120111,5.52,7.33,3.28,4.05,2.68
741,20120112,8.76,10.6,7.11,3.49,8.83
742,20120113,3.56,9.67,-0.25,9.92,2.14
743,20120114,0.34,1.55,-0.53,2.08,-1.93
744,20120115,-4.04,-0.17,-5.98,5.81,-5.16
745,20120116,-1.19,3.74,-6.44,10.18,-3.35
746,20120117,5.85,9.19,3.12,6.07,3.4
747,20120118,2.75,9.49,-2.7,12.19,0.74
748,20120119,0.02,3.29,-2.89,6.18,-1.34
749,20120120,-0.07,3.26,-1.84,5.1,-1.37
750,20120121,-0.12,2.1,-2.53,4.63,-1.86
751,20120122,-0.41,3.52,-4.52,8.04,-2.67
752,20120123,6.74,8.38,3.78,4.6,3.66
753,20120124,6.24,8.79,3.14,5.65,4.91
754,20120125,3.71,5.67,2.03,3.64,1.49
755,20120126,4.29,7.44,2.24,5.2,3.18
756,20120127,9.14,12.34,4.95,7.39,8.6
757,20120128,4.84,6.97,2.05,4.92,3.3
758,20120129,3.34,5.59,0.64,4.95,0.62
759,20120130,2.62,4.54,1.56,2.98,0.68
760,20120131,6.79,10.02,3.15,6.87,4.98
761,20120201,8.96,12.2,7.18,5.02,8.01
762,20120202,5.05,6.73,1.79,4.94,3.66
763,20120203,2.56,5.53,-0.32,5.85,0.17
764,20120204,4.07,6.14,2.22,3.92,1.45
765,20120205,1.9,3.41,0.74,2.67,0.14
766,20120206,4.06,8.19,1.0,7.19,1.71
767,20120207,4.23,7.8,1.7,6.1,2.53
768,20120208,1.55,2.8,0.78,2.02,-0.13
769,20120209,2.74,6.18,0.73,5.45,0.64
770,20120210,3.77,6.77,1.14,5.63,2.46
771,20120211,2.29,3.63,0.5,3.13,1.62
772,20120212,-1.64,0.38,-4.56,4.94,-2.72
773,20120213,1.51,4.93,-1.51,6.44,-0.21
774,20120214,4.31,6.42,2.5,3.92,2.3
775,20120215,4.85,7.2,2.4,4.8,2.81
776,20120216,4.47,6.23,2.03,4.2,2.41
777,20120217,6.22,8.49,3.49,5.0,5.39
778,20120218,4.2,7.12,1.15,5.97,3.18
779,20120219,3.22,5.02,1.34,3.68,1.5
780,20120220,2.44,5.93,0.66,5.27,0.59
781,20120221,4.3,6.48,1.12,5.36,2.37
782,20120222,7.35,10.1,4.68,5.42,6.95
783,20120223,8.37,11.38,5.85,5.53,8.19
784,20120224,5.76,7.38,4.51,2.87,5.15
785,20120225,4.04,5.7,1.02,4.68,2.64
786,20120226,2.63,5.36,-0.62,5.98,0.78
787,20120227,6.38,9.35,2.35,7.0,5.02
788,20120228,5.61,8.0,3.16,4.84,4.73
789,20120229,4.93,6.75,2.82,3.93,3.47
790,20120301,5.29,7.2,2.01,5.19,5.28
791,20120302,3.73,6.18,0.75,5.43,3.5
792,20120303,8.42,10.29,5.79,4.5,8.05
793,20120304,4.22,5.64,2.05,3.59,2.59
794,20120305,2.22,5.55,-1.47,7.02,1.12
795,20120306,1.18,4.64,-2.23,6.87,0.82
796,20120307,6.97,10.83,2.98,7.85,6.34
797,20120308,10.46,13.32,7.92,5.4,11.33
798,20120309,6.7,11.6,2.46,9.14,6.81
799,20120310,2.2,4.67,-0.81,5.48,0.8
800,20120311,6.26,10.7,2.31,8.39,4.99
801,20120312,8.31,12.38,4.35,8.03,8.85
802,20120313,11.53,14.62,8.59,6.03,13.03
803,20120314,11.85,14.87,8.85,6.02,11.88
804,20120315,7.23,8.48,6.35,2.13,8.1
805,20120316,7.75,8.83,6.83,2.0,8.61
806,20120317,8.51,11.16,6.75,4.41,10.5
807,20120318,8.36,10.79,6.53,4.26,9.25
808,20120319,10.92,14.57,7.83,6.74,12.46
809,20120320,11.76,14.38,9.81,4.57,13.77
810,20120321,12.17,14.46,10.42,4.04,14.4
811,20120322,13.36,16.55,10.08,6.47,15.96
812,20120323,13.12,16.25,11.15,5.1,14.98
813,20120324,10.7,11.62,9.19,2.43,11.0
814,20120325,9.15,10.0,8.54,1.46,9.43
815,20120326,7.39,10.7,2.04,8.66,6.96
816,20120327,4.79,9.37,-0.27,9.64,3.47
817,20120328,10.49,14.22,5.72,8.5,10.98
818,20120329,9.37,11.25,5.22,6.03,9.6
819,20120330,6.86,10.41,3.43,6.98,8.09
820,20120331,6.01,6.82,5.38,1.44,5.19
821,20120401,7.42,9.68,4.59,5.09,8.14
822,20120402,7.83,11.17,4.59,6.58,8.06
823,20120403,8.61,13.26,3.45,9.81,8.44
824,20120404,11.29,14.93,7.29,7.64,11.77
825,20120405,8.26,11.58,5.13,6.45,9.42
826,20120406,7.45,11.31,3.55,7.76,8.36
827,20120407,8.12,12.27,3.63,8.64,7.97
828,20120408,9.76,14.3,4.08,10.22,10.23
829,20120409,10.57,13.68,7.62,6.06,10.33
830,20120410,9.58,12.68,6.47,6.21,9.56
831,20120411,8.17,10.33,5.92,4.41,8.41
832,20120412,9.38,12.09,6.27,5.82,10.03
833,20120413,9.81,13.57,5.36,8.21,11.0
834,20120414,11.47,15.65,6.18,9.47,12.75
835,20120415,14.78,18.5,11.31,7.19,17.67
836,20120416,15.83,19.3,12.82,6.48,18.85
837,20120417,16.56,19.64,13.33,6.31,18.75
838,20120418,11.57,13.46,9.57,3.89,12.56
839,20120419,12.07,14.91,10.23,4.68,14.56
840,20120420,12.64,15.08,9.95,5.13,14.68
841,20120421,13.89,16.38,11.25,5.13,16.19
842,20120422,10.68,13.6,8.52,5.08,10.98
843,20120423,10.99,13.83,6.74,7.09,12.48
844,20120424,9.62,12.97,5.96,7.01,9.52
845,20120425,10.99,13.77,7.78,5.99,11.67
846,20120426,11.16,13.62,8.61,5.01,10.96
847,20120427,9.43,12.12,5.58,6.54,10.05
848,20120428,8.74,12.98,4.87,8.11,8.77
849,20120429,10.49,14.68,6.52,8.16,10.89
850,20120430,9.84,12.62,5.81,6.81,11.57
851,20120501,13.76,17.42,11.25,6.17,14.8
852,20120502,10.61,11.14,10.15,0.99,10.94
853,20120503,11.75,13.3,10.32,2.98,14.05
854,20120504,15.32,18.88,11.71,7.17,17.96
855,20120505,13.4,14.9,11.51,3.39,14.7
856,20120506,12.18,13.54,10.54,3.0,13.77
857,20120507,12.48,14.53,10.42,4.11,14.03
858,20120508,13.77,15.46,12.25,3.21,14.53
859,20120509,15.58,17.34,13.74,3.6,16.96
860,20120510,14.32,16.24,11.05,5.19,15.39
861,20120511,13.74,17.42,9.48,7.94,14.2
862,20120512,15.7,20.14,10.3,9.84,17.1
863,20120513,16.89,19.88,13.83,6.05,19.09
864,20120514,16.4,17.75,15.18,2.57,18.14
865,20120515,16.22,17.49,15.21,2.28,16.92
866,20120516,17.84,20.19,15.8,4.39,20.04
867,20120517,16.09,19.41,12.82,6.59,17.79
868,20120518,15.27,17.83,12.51,5.32,16.1
869,20120519,16.31,20.33,12.17,8.16,17.56
870,20120520,16.51,19.14,13.85,5.29,18.39
871,20120521,15.69,16.68,14.96,1.72,16.45
872,20120522,17.3,19.97,15.28,4.69,19.62
873,20120523,17.73,20.3,15.93,4.37,20.85
874,20120524,17.27,19.04,15.82,3.22,19.2
875,20120525,18.54,20.57,16.29,4.28,21.39
876,20120526,20.56,23.41,17.57,5.84,23.42
877,20120527,20.34,22.3,19.36,2.94,22.29
878,20120528,22.32,26.36,19.85,6.51,25.82
879,20120529,22.17,24.38,20.21,4.17,24.64
880,20120530,20.42,22.19,18.54,3.65,21.36
881,20120531,20.63,23.38,18.08,5.3,22.18
882,20120601,18.15,19.89,16.14,3.75,19.57
883,20120602,19.45,21.57,15.76,5.81,21.05
884,20120603,18.09,21.14,14.67,6.47,19.26
885,20120604,15.35,16.7,12.28,4.42,16.56
886,20120605,14.75,17.25,12.02,5.23,17.24
887,20120606,16.89,19.24,14.15,5.09,19.02
888,20120607,18.14,20.44,15.24,5.2,20.06
889,20120608,19.62,22.88,15.04,7.84,21.78
890,20120609,20.79,23.45,17.18,6.27,21.99
891,20120610,20.86,24.47,18.37,6.1,23.62
892,20120611,19.12,20.73,17.65,3.08,20.69
893,20120612,19.03,20.38,17.7,2.68,19.49
894,20120613,18.98,20.68,17.66,3.02,20.19
895,20120614,18.8,20.84,17.01,3.83,20.84
896,20120615,19.12,21.97,16.3,5.67,20.37
897,20120616,18.66,21.46,16.1,5.36,20.42
898,20120617,16.91,18.9,15.12,3.78,19.05
899,20120618,17.28,18.99,15.2,3.79,19.51
900,20120619,19.65,21.69,16.81,4.88,21.86
901,20120620,25.01,29.13,19.64,9.49,28.1
902,20120621,26.77,30.75,22.59,8.16,30.1
903,20120622,25.83,29.44,22.72,6.72,28.43
904,20120623,23.65,26.7,21.25,5.45,25.19
905,20120624,22.66,25.41,19.33,6.08,24.91
906,20120625,21.37,23.13,17.42,5.71,21.9
907,20120626,19.29,22.3,15.91,6.39,19.23
908,20120627,21.35,25.0,16.67,8.33,22.04
909,20120628,23.08,26.71,18.8,7.91,25.23
910,20120629,25.04,29.15,21.1,8.05,27.55
911,20120630,25.32,28.85,21.41,7.44,28.15
912,20120701,25.34,28.42,21.52,6.9,27.66
913,20120702,24.93,28.17,21.38,6.79,27.34
914,20120703,24.9,28.42,21.26,7.16,27.95
915,20120704,25.73,29.02,22.94,6.08,28.83
916,20120705,27.13,31.75,24.21,7.54,31.02
917,20120706,25.79,29.03,22.57,6.46,30.13
918,20120707,27.38,31.38,23.84,7.54,31.0
919,20120708,25.83,28.06,23.75,4.31,28.8
920,20120709,24.71,26.98,22.69,4.29,27.56
921,20120710,24.63,26.36,22.88,3.48,28.11
922,20120711,24.32,26.19,22.61,3.58,27.3
923,20120712,24.81,27.17,22.58,4.59,28.23
924,20120713,25.01,27.02,23.2,3.82,26.13
925,20120714,25.56,27.73,23.55,4.18,27.96
926,20120715,25.19,26.44,23.26,3.18,26.33
927,20120716,26.57,29.7,22.98,6.72,30.19
928,20120717,27.51,30.63,23.89,6.74,30.96
929,20120718,27.49,30.92,24.93,5.99,29.62
930,20120719,24.35,25.38,22.69,2.69,26.88
931,20120720,21.08,22.54,19.68,2.86,20.48
932,20120721,21.31,23.2,19.78,3.42,22.99
933,20120722,23.07,25.09,20.46,4.63,25.78
934,20120723,24.78,27.03,22.01,5.02,27.41
935,20120724,26.82,30.67,23.4,7.27,30.42
936,20120725,24.37,27.54,20.98,6.56,27.41
937,20120726,25.56,28.99,21.73,7.26,28.36
938,20120727,26.48,29.22,23.67,5.55,29.84
939,20120728,24.73,26.33,22.45,3.88,27.32
940,20120729,23.17,24.95,21.22,3.73,26.21
941,20120730,23.05,24.62,21.76,2.86,26.2
942,20120731,23.22,24.31,22.13,2.18,23.75
943,20120801,23.7,24.78,22.3,2.48,23.55
944,20120802,25.56,28.47,22.54,5.93,28.45
945,20120803,26.38,29.15,23.74,5.41,29.1
946,20120804,26.18,28.33,24.19,4.14,29.37
947,20120805,26.55,28.67,24.88,3.79,28.27
948,20120806,25.76,27.94,23.19,4.75,26.71
949,20120807,24.33,26.7,21.52,5.18,25.97
950,20120808,25.22,26.91,23.63,3.28,25.88
951,20120809,25.69,28.04,23.16,4.88,28.07
952,20120810,25.16,25.95,24.5,1.45,24.76
953,20120811,25.3,26.88,24.09,2.79,25.91
954,20120812,25.06,27.25,22.9,4.35,26.13
955,20120813,24.51,27.54,20.75,6.79,25.94
956,20120814,24.43,26.14,21.96,4.18,25.45
957,20120815,24.68,26.36,22.55,3.81,25.21
958,20120816,24.68,27.97,21.34,6.63,26.07
959,20120817,24.93,28.21,21.31,6.9,26.07
960,20120818,22.67,24.61,20.87,3.74,23.08
961,20120819,22.04,23.71,19.39,4.32,21.4
962,20120820,22.8,24.53,21.18,3.35,22.9
963,20120821,23.16,25.75,21.3,4.45,24.46
964,20120822,23.63,25.99,21.18,4.81,24.98
965,20120823,23.94,26.35,21.4,4.95,25.35
966,20120824,24.35,27.22,21.63,5.59,26.25
967,20120825,24.08,25.82,22.79,3.03,24.29
968,20120826,23.19,24.86,21.63,3.23,24.32
969,20120827,24.2,25.69,22.09,3.6,25.1
970,20120828,25.59,28.44,23.21,5.23,26.74
971,20120829,22.8,25.35,20.04,5.31,24.56
972,20120830,23.0,27.14,18.67,8.47,23.88
973,20120831,25.01,29.29,19.92,9.37,26.06
974,20120901,25.45,29.26,22.9,6.36,28.05
975,20120902,24.1,25.94,22.47,3.47,26.62
976,20120903,23.15,23.9,22.33,1.57,23.62
977,20120904,24.67,26.41,23.32,3.09,25.48
978,20120905,25.11,26.36,23.07,3.29,25.57
979,20120906,23.41,25.3,21.18,4.12,23.86
980,20120907,24.66,27.51,21.71,5.8,26.17
981,20120908,24.05,26.34,19.64,6.7,24.58
982,20120909,21.21,24.3,18.49,5.81,21.43
983,20120910,19.66,22.87,16.54,6.33,19.57
984,20120911,18.54,22.06,14.4,7.66,18.84
985,20120912,20.9,24.21,17.56,6.65,20.97
986,20120913,21.06,24.01,17.86,6.15,21.62
987,20120914,21.32,23.93,18.07,5.86,22.24
988,20120915,19.97,23.0,17.61,5.39,20.41
989,20120916,19.59,22.96,15.88,7.08,19.59
990,20120917,20.11,23.51,16.01,7.5,20.65
991,20120918,22.59,23.89,20.55,3.34,22.05
992,20120919,18.79,21.43,16.57,4.86,18.28
993,20120920,18.02,20.07,15.47,4.6,17.01
994,20120921,18.85,21.23,16.98,4.25,19.19
995,20120922,20.32,22.82,17.03,5.79,20.77
996,20120923,17.88,20.05,15.63,4.42,18.16
997,20120924,16.42,18.92,14.15,4.77,15.62
998,20120925,18.23,21.56,14.54,7.02,17.36
999,20120926,20.5,22.97,18.25,4.72,20.68
1000,20120927,20.28,22.19,19.08,3.11,20.7
1001,20120928,20.55,22.3,18.92,3.38,21.02
1002,20120929,17.19,18.61,15.71,2.9,17.51
1003,20120930,16.96,19.8,15.14,4.66,17.17
1004,20121001,17.45,21.25,13.47,7.78,16.87
1005,20121002,19.73,21.02,17.83,3.19,19.64
1006,20121003,21.28,23.47,19.5,3.97,23.01
1007,20121004,20.78,22.93,19.6,3.33,21.5
1008,20121005,20.01,23.55,16.56,6.99,20.9
1009,20121006,18.92,23.37,13.86,9.51,18.84
1010,20121007,12.19,13.57,11.0,2.57,11.08
1011,20121008,11.71,13.14,9.59,3.55,10.22
1012,20121009,14.9,16.85,12.72,4.13,14.58
1013,20121010,16.65,19.26,13.75,5.51,15.99
1014,20121011,12.84,15.47,10.19,5.28,12.01
1015,20121012,11.94,14.63,7.8,6.83,10.38
1016,20121013,9.72,12.62,6.28,6.34,9.52
1017,20121014,16.45,19.91,12.74,7.17,15.8
1018,20121015,18.03,19.89,15.28,4.61,17.99
1019,20121016,13.36,15.69,10.82,4.87,12.51
1020,20121017,12.39,15.27,9.29,5.98,11.03
1021,20121018,15.49,17.33,12.88,4.45,14.11
1022,20121019,18.24,19.71,17.44,2.27,18.26
1023,20121020,16.43,19.24,12.67,6.57,16.07
1024,20121021,13.83,17.68,10.51,7.17,12.71
1025,20121022,14.44,18.37,10.75,7.62,13.19
1026,20121023,15.25,18.27,12.09,6.18,14.81
1027,20121024,15.53,17.02,14.39,2.63,16.08
1028,20121025,15.24,16.8,14.06,2.74,15.5
1029,20121026,16.18,18.41,14.78,3.63,16.32
1030,20121027,15.59,17.05,14.71,2.34,14.44
1031,20121028,14.22,15.42,13.15,2.27,13.4
1032,20121029,14.72,18.02,12.89,5.13,13.93
1033,20121030,12.84,13.61,10.41,3.2,11.76
1034,20121031,10.04,11.19,9.04,2.15,9.39
1035,20121101,9.73,11.09,8.04,3.05,8.45
1036,20121102,9.24,10.92,7.15,3.77,8.0
1037,20121103,8.01,10.72,6.11,4.61,6.47
1038,20121104,7.47,10.38,5.07,5.31,6.29
1039,20121105,5.93,8.38,3.67,4.71,4.25
1040,20121106,4.65,6.74,2.12,4.62,2.52
1041,20121107,3.97,6.22,2.44,3.78,2.14
1042,20121108,4.97,8.0,2.68,5.32,1.55
1043,20121109,6.97,11.38,3.18,8.2,3.02
1044,20121110,9.3,12.28,6.09,6.19,6.52
1045,20121111,11.81,14.88,9.47,5.41,9.23
1046,20121112,13.01,15.59,10.41,5.18,12.12
1047,20121113,9.89,14.38,5.61,8.77,8.66
1048,20121114,6.17,8.89,3.91,4.98,3.86
1049,20121115,5.61,7.32,3.98,3.34,3.37
1050,20121116,5.91,7.7,4.67,3.03,3.02
1051,20121117,7.14,10.62,4.23,6.39,3.87
1052,20121118,7.41,9.99,5.16,4.83,4.74
1053,20121119,7.36,9.23,5.3,3.93,5.33
1054,20121120,7.25,9.45,5.22,4.23,5.29
